Township,Area,State,Tenure,Type,Bedrooms,Bathrooms,Median_Price,Median_PSF,House_Size_SQFT,Transactions,Safety_Score,Crime_Risk,Distance_to_Public_Transport_KM,Distance_to_Mall_KM,Distance_to_School_KM,Distance_to_Hospital_KM,Flood_Risk,Estimated_Rental_Yield_Pct,Historical_Capital_Appreciation_3Yr_Pct,Est_Monthly_Mortgage_RM
TAMAN DESA CEMERLANG Residence,Batu Pahat,Johor,Freehold,Terrace House,3,2,419455,268,"1,565",10,79,Low,1.50,6.50,1.00,12.20,Low,2.02,3.16,
TAMAN MAJU North,Batu Pahat,Johor,Freehold,Terrace House,3,2,383734,235,"1,633",10,75,Low,3.80,3.40,2.30,5.10,Low,3.13,3.76,
Four Seasons Place Fasa 3,KLCC,Kuala Lumpur,Freehold,Service Residence,3,2,12466949,"3,068","4,064",13,71,Moderate,4.60,1.40,5.40,2.00,Low,4.11,3.58,
Jazz Suites @ Vivacity Central,Kuching,Sarawak,Leasehold,Condominium,3,2,737117,596,"1,237",14,81,Low,13.50,4.40,3.00,5.40,Low,5.36,2.15,
Seremban Putra Fasa 3,Sikamat,Negeri Sembilan,Freehold,Apartment,3,2,179461,241,745,25,76,Low,93.10,9.00,1.60,3.40,Low,5.42,2.84,
TAMAN PUTRA PRIMA Extension,Puchong,Selangor,Freehold,Terrace House,3,2,846291,424,"1,996",34,73,Moderate,2.50,8.60,0.60,9.30,Low,3.91,2.81,
TABUAN TRANQUILITY Vista,Kuching,Sarawak,"Leasehold, Freehold",Terrace House,3,2,678738,372,"1,825",10,77,Low,10.80,4.30,3.30,2.10,Low,3.35,1.36,
Taman Larkin Idaman Plot C Residence,Johor Bahru,Johor,Leasehold,Apartment,3,2,303981,292,"1,041",15,71,Moderate,2.50,3.60,3.80,4.10,Low,3.88,4.37,
HORIZON RESIDENCE @ BUKIT INDAH South,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,3,2,729071,470,"1,551",10,72,Moderate,3.60,5.10,2.90,6.80,Low,3.67,2.62,
COUNTRY VILLAS South,Bemban,Melaka,Leasehold,"Semi D, Terrace House",4,4,665032,409,"1,626",29,78,Low,12.00,11.30,1.40,2.30,Low,3.22,2.41,
Taman Bunga Negara Residence,Shah Alam,Selangor,Freehold,Flat,2,1,217429,296,735,34,68,Moderate,0.70,1.10,0.90,2.10,Medium,3.38,4.00,
PUCHONG HARTAMAS Central,Puchong,Selangor,Freehold,Terrace House,3,2,845130,506,"1,670",15,67,Moderate,1.70,3.40,0.80,1.70,Low,3.64,2.66,
The Capers @ Sentul East Extension,Sentul,Kuala Lumpur,Freehold,Condominium,3,2,673448,636,"1,059",15,73,Moderate,2.10,1.10,3.20,5.10,Low,4.95,4.23,
Fair View Apartment Extension,Permas Jaya,Johor,Freehold,Apartment,3,2,407361,313,"1,301",15,75,Low,8.70,2.30,3.90,1.80,Low,5.12,3.15,
Alpine Village Phase 2,Tambun,Perak,Leasehold,Apartment,3,2,226088,277,816,12,76,Low,21.00,15.30,1.90,2.30,Low,5.12,1.24,
"TAMAN IDAMAN, SUNGAI SEGAMAT Vista",Segamat,Johor,Leasehold,Terrace House,3,2,121827,76,"1,603",38,80,Low,8.40,4.40,2.70,3.70,Low,2.93,3.10,
Straits Quay (The Suites at Waterside) Heights,Tanjong Tokong,Penang,Freehold,Service Residence,3,2,1035987,934,"1,109",10,75,Low,1.10,6.90,0.70,2.80,Low,4.01,4.61,
TAMAN MEGAH Section 2,Pontian,Johor,Freehold,"Terrace House, Semi D",4,4,344832,228,"1,512",10,74,Moderate,2.50,1.30,0.90,2.60,Low,2.06,2.53,
TAMAN SELAYANG JAYA Central,Selayang,Selangor,Freehold,Terrace House,3,2,689477,576,"1,197",14,76,Low,3.20,8.50,0.60,3.70,Low,2.67,2.93,
Pangsapuri Palma Section 2,Klang,Selangor,Freehold,Apartment,3,2,165776,268,619,15,73,Moderate,2.20,3.30,3.90,25.80,High,4.65,4.49,
POLO PARK Section 2,Johor Bahru,Johor,Freehold,Town House,3,2,287381,256,"1,123",21,74,Moderate,1.00,5.20,5.80,7.70,Low,4.17,5.36,
Park Avenue Residence,Tampoi,Johor,Leasehold,Apartment,3,2,165610,253,655,16,72,Moderate,10.80,10.90,2.30,1.80,Low,4.72,2.52,
TANJUNG TEMASEK South,Ipoh,Perak,Leasehold,Terrace House,3,2,296339,216,"1,372",46,72,Moderate,27.20,5.00,2.10,3.20,Low,2.83,2.28,
TAMAN SRI PUTRI South,Skudai,Johor,Freehold,Terrace House,3,2,581679,337,"1,726",23,70,Moderate,5.80,2.00,1.80,12.30,Low,3.15,4.31,
Tasik Heights Apartment Heights,Bandar Tasik Selatan,Kuala Lumpur,Leasehold,Apartment,3,2,324622,314,"1,034",17,64,Moderate,0.70,1.10,2.70,6.60,Low,5.41,5.16,
TAMAN AIR BIRU Residence,Pasir Gudang,Johor,Leasehold,"Semi D, Terrace House",4,4,236314,221,"1,069",60,78,Low,9.70,11.00,4.50,7.20,Low,2.25,3.30,
SEKSYEN 4 BANDAR BARU BANGI Section 2,Bangi,Selangor,Leasehold,"Terrace House, Bungalow",6,6,517843,300,"1,726",20,74,Moderate,2.70,3.20,0.80,4.70,High,3.92,4.97,
TROPICANA HEIGHTS North,Kajang,Selangor,Freehold,"Town House, Terrace House",3,2,733365,497,"1,476",15,71,Moderate,4.30,5.30,3.90,7.70,Medium,2.63,4.69,
BANDAR TUN RAZAK South,Cheras,Kuala Lumpur,Leasehold,"Terrace House, Cluster House",4,3,286417,288,995,10,71,Moderate,4.00,1.70,1.90,3.10,Low,3.55,3.92,
TAMAN IMPIAN EMAS Central,Tebrau,Johor,Freehold,"Terrace House, Semi D",4,4,773804,317,"2,441",375,71,Moderate,10.70,1.00,0.80,2.00,High,2.46,5.17,
TAMAN BUKIT SUBANG Central,Shah Alam,Selangor,Freehold,Terrace House,3,2,608133,374,"1,626",14,69,Moderate,2.30,6.50,0.90,2.80,Low,3.56,3.01,
The Z Residence Phase 2,Bukit Jalil,Kuala Lumpur,Freehold,Condominium,3,2,564512,510,"1,107",37,67,Moderate,0.90,10.70,1.20,1.50,Medium,4.82,4.72,
TAMAN PIASAU Fasa 3,Miri,Sarawak,Leasehold,Bungalow,5,4,625697,121,"5,171",10,84,Low,21.70,4.50,0.70,1.90,Low,4.04,1.56,
TAMAN AUSTIN DUTA North,Tebrau,Johor,Freehold,"Terrace House, Cluster House",4,3,669404,458,"1,462",116,76,Low,6.80,1.20,1.80,2.30,Medium,4.27,2.96,
SCIENTEX JASIN MUTIARA South,Bemban,Melaka,Freehold,Terrace House,3,2,281283,203,"1,386",288,84,Low,25.30,4.80,3.50,3.70,Low,3.38,2.64,
Pertiwi Indah Extension,Cheras,Kuala Lumpur,Leasehold,Condominium,3,2,514083,392,"1,311",11,65,Moderate,1.00,8.40,1.50,3.50,Low,4.16,3.93,
VALENCIA South,Sungai Buloh,Selangor,"Leasehold, Freehold","Bungalow, Terrace House",7,6,2137530,583,"3,666",16,76,Low,1.00,5.20,0.60,1.90,Low,4.05,4.44,
BANDAR PUTERI KLANG Phase 2,Klang,Selangor,Freehold,Terrace House,3,2,627519,394,"1,593",91,67,Moderate,6.00,4.20,1.50,7.80,Low,3.14,2.89,
DESA PINGGIRAN PUTRA Central,Dengkil,Selangor,Leasehold,"Bungalow, Terrace House",5,4,446985,207,"2,159",18,69,Moderate,4.00,8.40,1.20,5.10,Low,2.02,2.87,
Cyber Heights Villa Section 2,Cyberjaya,Selangor,Freehold,Condominium,3,2,410925,273,"1,505",13,72,Moderate,6.50,3.10,6.50,8.60,Low,5.40,4.79,
BANDAR METRO PUCHONG Extension,Puchong,Selangor,Leasehold,Terrace House,3,2,902696,532,"1,697",33,67,Moderate,4.10,8.30,0.90,7.40,Low,4.22,2.61,
TAMAN PUCHONG INDAH Residence,Puchong,Selangor,Leasehold,Terrace House,3,2,346074,352,983,13,76,Low,2.80,1.90,0.90,13.00,Low,3.56,2.63,
BK 8 - PERUMAHAN KINRARA Vista,Bandar Kinrara,Selangor,Freehold,"Semi D, Terrace House",4,4,2068362,647,"3,197",18,76,Low,3.20,1.10,5.50,2.10,Low,3.80,3.64,
Idaman Iris Section 2,Sungai Ara,Penang,Freehold,Apartment,3,2,408873,443,923,15,78,Low,14.20,6.10,1.00,3.20,Low,3.42,4.20,
TAMAN DESA IMPIAN 2 (FASA 2) Vista,Bukit Mertajam,Penang,Freehold,Semi D,4,4,871081,338,"2,577",48,76,Low,6.20,1.70,1.80,3.20,Low,2.64,4.48,
Selesa I Resort Apartment (Pangsapuri Damai Mewah B) North,Kajang,Selangor,Freehold,Apartment,3,2,248992,296,841,14,68,Moderate,3.00,4.20,0.50,1.80,Low,4.71,4.62,
TAMAN RAJA MUDA MUSA II Fasa 3,Sitiawan,Perak,Freehold,Terrace House,3,2,296012,189,"1,566",20,78,Low,7.60,3.80,1.30,8.20,Low,4.28,1.97,
Taman Langat Murni Apartment Extension,Dengkil,Selangor,Leasehold,Apartment,3,2,153610,223,689,13,72,Moderate,2.10,7.60,0.90,4.90,Medium,4.27,4.91,
TAMAN GUAR PERAHU (TAMAN BERKAT) Heights,Kubang Semang,Penang,Freehold,Terrace House,3,2,317716,260,"1,222",11,81,Low,8.60,5.40,1.00,3.60,Low,3.33,2.61,
Limau Manis Extension,Bukit Mertajam,Penang,Freehold,Flat,2,1,141289,239,591,11,79,Low,2.90,3.20,0.70,1.60,Medium,5.14,2.65,
TAMAN TUNKU South,Miri,Sarawak,Leasehold,Terrace House,3,2,248278,166,"1,496",42,75,Low,8.40,4.00,2.00,1.80,Low,2.39,1.26,
Harmony View Central,Jelutong,Penang,Freehold,Apartment,3,2,388019,608,638,13,74,Moderate,3.30,1.60,1.10,1.80,Low,3.38,2.58,
TAMAN PERDANA (CASA PERDANA) South,Simpang Ampat,Penang,Freehold,"Terrace House, Semi D",4,4,557350,398,"1,400",13,81,Low,2.70,1.60,4.10,1.60,Low,2.13,3.83,
TAMAN PANDAN INDAH South,Ampang,Selangor,Leasehold,"Terrace House, Town House",3,2,596768,540,"1,105",49,68,Moderate,1.10,4.20,1.20,6.00,High,2.58,2.88,
Vista Kiara North,Mont Kiara,Kuala Lumpur,Freehold,Condominium,3,2,638353,424,"1,506",14,73,Moderate,1.90,3.70,0.90,9.00,Medium,4.72,3.18,
TAMAN KLEDANG MAS Section 2,Ipoh,Perak,Leasehold,Terrace House,3,2,298422,244,"1,223",11,73,Moderate,40.80,5.50,3.10,3.60,Medium,2.04,2.05,
Putri Ria Apartment Heights,Masai,Johor,Freehold,Apartment,3,2,281650,300,939,23,78,Low,5.20,13.50,2.70,15.00,Low,3.91,3.46,
Casa Ria Heights,Cheras,Kuala Lumpur,Leasehold,Condominium,3,2,372579,375,994,11,73,Moderate,1.00,3.20,1.50,7.10,Low,4.22,4.51,
KEPONG GARDEN South,Kepong,Kuala Lumpur,Freehold,Terrace House,3,2,874592,473,"1,849",16,67,Moderate,0.70,7.40,5.50,3.10,Low,3.42,5.31,
Angkasa Condominiums Vista,Cheras,Kuala Lumpur,Freehold,Condominium,3,2,577449,589,980,62,63,Moderate,3.50,5.80,0.90,4.70,Low,4.39,3.92,
TAMAN DESA MURNI North,Butterworth,Penang,"Freehold, Leasehold","Terrace House, Town House",3,2,355236,368,965,31,82,Low,3.90,1.60,1.10,12.20,Low,2.49,4.77,
TAMAN SAFFRON South,Serendah,Selangor,Freehold,Terrace House,3,2,378166,359,"1,053",85,69,Moderate,4.80,1.50,2.00,5.10,Medium,2.32,3.97,
BANDAR CEMERLANG Fasa 3,Tebrau,Johor,Freehold,"Cluster House, Semi D",4,4,809648,350,"2,313",77,75,Low,7.50,1.40,1.10,4.80,Medium,2.97,4.47,
AMVERTON HILLS SUNGAI BULOH Central,Sungai Buloh,Selangor,Freehold,"Semi D, Bungalow",9,8,1873781,544,"3,444",21,77,Low,4.50,1.60,2.90,15.80,High,4.11,5.34,
SCIENTEX SUNGAI DUA Section 2,Tasek Gelugor,Penang,Freehold,Terrace House,3,2,362224,274,"1,322",490,81,Low,2.90,1.70,0.80,3.90,Low,2.39,3.29,
TAMAN KOTA SRI AHMAD SHAH Residence,Kuantan,Pahang,Leasehold,Terrace House,3,2,534069,364,"1,467",93,76,Low,22.70,7.60,1.00,1.60,Low,3.87,2.30,
Juta Mines Fasa 3,Seri Kembangan,Selangor,Leasehold,Condominium,3,2,413020,336,"1,229",19,76,Low,1.30,3.30,5.20,3.50,Low,4.24,4.63,
LEXVIEW Vista,Ipoh,Perak,"Freehold, Leasehold",Terrace House,3,2,502561,276,"1,821",36,73,Moderate,47.00,5.10,5.70,6.20,Low,3.38,3.43,
NADA 3 @ NADA ALAM Extension,Mantin,Negeri Sembilan,Freehold,Terrace House,3,2,1083954,418,"2,593",14,82,Low,20.20,7.30,1.70,16.20,Low,3.34,2.16,
Molek Pine 1 Extension,Johor Bahru,Johor,Freehold,Apartment,3,2,456876,362,"1,262",12,76,Low,3.40,4.50,3.90,6.30,Low,4.45,4.93,
"TAMAN MESRA, OFF JALAN SUNGAI JATI Fasa 3",Klang,Selangor,Freehold,"Semi D, Terrace House",4,4,498517,379,"1,315",10,70,Moderate,1.30,5.00,1.00,2.90,High,3.41,4.44,
TAMAN SETIA MUTIARA South,Kluang,Johor,Freehold,"Terrace House, Semi D",4,4,142685,110,"1,297",81,74,Moderate,2.30,5.60,1.00,4.80,Low,4.23,4.36,
TAMAN SENDAYAN INDAH Residence,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,3,2,301136,200,"1,506",14,75,Low,22.80,4.40,3.00,2.00,Low,2.87,2.73,
RPA BEMBAN II Phase 2,Batu Gajah,Perak,Leasehold,Terrace House,3,2,85318,69,"1,236",10,82,Low,8.70,8.80,1.90,2.30,High,3.52,1.03,
Taman Penampang Apartment Phase 2,Penampang,Sabah,Leasehold,Apartment,3,2,310534,338,919,15,70,Moderate,18.60,5.80,1.00,3.10,Low,4.27,2.86,
MERU SENTOSA Vista,Ipoh,Perak,Leasehold,Terrace House,3,2,365960,233,"1,571",38,75,Low,9.60,4.80,0.60,18.60,Low,3.15,2.95,
TAMAN SERI BAYU 2 South,Sungai Petani,Kedah,Freehold,Terrace House,3,2,151442,154,983,10,82,Low,21.30,3.60,2.10,3.40,Low,3.04,3.46,
PD Marina World Resort Heights,Port Dickson,Negeri Sembilan,Freehold,Condominium,3,2,90297,126,717,13,81,Low,30.30,6.60,1.20,6.00,Low,3.87,1.23,
Bandar Baru Permas Jaya Heights,Permas Jaya,Johor,Freehold,Flat,2,1,169504,240,706,19,75,Low,10.00,4.90,2.30,2.00,Low,4.19,4.13,
BANDAR BUKIT RAJA Section 2,Kapar,Selangor,Freehold,Terrace House,3,2,754447,496,"1,521",241,72,Moderate,4.10,4.20,1.00,1.60,Low,2.80,3.23,
TAMAN SEMENTA PERMAI Residence,Kapar,Selangor,Freehold,Terrace House,3,2,346677,267,"1,298",43,73,Moderate,1.00,2.60,1.40,4.00,Low,3.55,3.63,
TAMAN CEMPAKA [SENAWANG] Residence,Senawang,Negeri Sembilan,Leasehold,Terrace House,3,2,297649,223,"1,335",12,83,Low,6.40,7.20,1.10,3.00,Low,3.45,2.95,
RESIDENSI BUKIT ORKID Extension,Ulu Langat,Selangor,Freehold,"Semi D, Terrace House",4,4,1033171,706,"1,463",10,71,Moderate,3.50,1.20,2.20,4.90,Low,3.75,3.63,
TAMAN SAMARINDAH North,Kota Samarahan,Sarawak,"Freehold, Leasehold",Terrace House,3,2,306479,172,"1,782",66,83,Low,11.90,4.80,2.30,4.60,Low,3.31,2.12,
Balau Vista,Masai,Johor,Freehold,Flat,2,1,159377,213,748,20,78,Low,4.40,2.90,1.60,5.50,High,5.20,5.14,
TAMAN NUSA SERI CENGAL 2 & 3 Phase 2,Nilai,Negeri Sembilan,Leasehold,Terrace House,3,2,387019,208,"1,861",159,84,Low,5.50,6.70,1.00,2.10,Low,2.79,1.23,
Ivory Residence Vista,Kajang,Selangor,Freehold,Condominium,3,2,349506,308,"1,135",18,77,Low,1.30,1.50,2.00,9.80,Low,3.59,3.60,
RENDANG EXORA (PEC LOT 24818) Heights,Pekan,Pahang,Freehold,Terrace House,3,2,232641,173,"1,345",11,84,Low,5.50,5.10,0.80,7.20,Low,3.30,2.64,
Palmville Resort Condominium Heights,Bandar Sunway,Selangor,Leasehold,Condominium,3,2,644338,512,"1,258",11,69,Moderate,5.80,6.40,3.70,5.20,Low,3.96,4.50,
BANDAR SERI ALAM Fasa 3,Pasir Gudang,Johor,Freehold,Terrace House,3,2,325829,362,900,43,78,Low,2.70,6.90,0.50,2.00,Low,4.16,4.46,
BANDAR ALAM MASAI Section 2,Masai,Johor,Freehold,Terrace House,3,2,669105,332,"2,015",11,78,Low,5.90,1.30,2.40,1.80,Low,2.36,4.24,
Pangsapuri Cemara Residence,Cheras,Kuala Lumpur,Leasehold,Apartment,3,2,397850,524,759,13,66,Moderate,0.60,3.10,1.50,3.00,Low,4.45,5.11,
P/L 104445 & P/L 104476(LOT 2507) Central,Kuantan,Pahang,Freehold,Terrace House,3,2,235643,165,"1,428",27,83,Low,21.50,9.60,0.80,3.20,Medium,2.81,2.06,
Desa Impiana Vista,Puchong,Selangor,Freehold,Condominium,3,2,344160,360,956,24,69,Moderate,1.50,5.50,0.50,6.00,Low,4.58,4.07,
SETIA ECO CASCADIA Heights,Tebrau,Johor,Freehold,Terrace House,3,2,787894,491,"1,605",19,75,Low,14.70,6.10,4.50,9.90,Low,3.65,2.62,
TAMAN SRI SENAI North,Senai,Johor,Freehold,Terrace House,3,2,296561,304,976,10,78,Low,14.10,2.20,1.80,1.80,Medium,3.30,2.87,
SUNWAY ALAM SURIA Extension,Shah Alam,Selangor,Leasehold,Terrace House,3,2,635621,395,"1,609",14,69,Moderate,1.50,1.90,0.60,3.00,Low,2.72,4.48,
TAMAN KUCAI INDAH II Phase 2,Lunas,Kedah,Freehold,"Semi D, Terrace House",4,4,510801,300,"1,703",11,80,Low,39.70,9.70,1.10,4.80,Low,2.36,1.77,
NADA 3 @ NADA ALAM Section 2,Mantin,Negeri Sembilan,Freehold,Terrace House,3,2,890830,487,"1,829",13,82,Low,88.40,5.20,1.40,15.50,Low,3.62,2.63,
Pangsapuri Permai Puteri North,Ampang,Selangor,Leasehold,Apartment,3,2,357064,344,"1,038",12,71,Moderate,4.90,2.10,2.00,3.70,Low,3.41,4.23,
Cyber Heights Villa Section 2,Cyberjaya,Selangor,Freehold,Condominium,3,2,407561,286,"1,425",12,77,Low,5.20,1.20,1.50,8.20,Low,3.54,3.26,
TAMAN KOTA LAKSAMANA SEKSYEN 1 Fasa 3,Melaka City,Melaka,Leasehold,"Town House, Terrace House",3,2,441417,281,"1,571",14,75,Low,9.30,3.80,0.60,2.20,Low,3.06,1.27,
Prominence Central,Bukit Mertajam,Penang,Freehold,Condominium,3,2,431929,339,"1,274",13,80,Low,6.20,5.30,2.40,4.80,Low,5.49,3.00,
Prestige III Heights,Balik Pulau,Penang,Freehold,Apartment,3,2,187377,293,640,11,81,Low,1.40,2.90,3.80,7.30,Low,5.00,4.99,
TAMAN MERPATI INDAH Extension,Kulim,Kedah,Freehold,Terrace House,3,2,426037,353,"1,207",45,87,Very Low,6.50,8.50,3.00,5.60,Low,4.29,2.07,
TAMAN NUSANTARA North,Kuala Kedah,Kedah,Freehold,"Semi D, Terrace House",4,4,365471,199,"1,837",11,78,Low,107.10,5.30,3.50,11.90,Low,4.01,3.39,
BANDAR PUTERI PUCHONG Section 2,Puchong,Selangor,Freehold,Terrace House,3,2,1344828,570,"2,359",45,77,Low,1.50,1.10,0.60,14.30,Low,2.40,3.94,
TAMAN BERCHAM RAYA Residence,Tambun,Perak,Leasehold,Terrace House,3,2,204073,162,"1,260",10,76,Low,25.70,4.50,3.60,3.50,Low,2.14,2.55,
SETIA ECOHILL Fasa 3,Beranang,Selangor,Freehold,"Cluster House, Terrace House",4,3,746167,399,"1,870",34,70,Moderate,4.60,1.40,0.60,2.20,Medium,3.34,3.11,
TAMAN SEMANTAN INDAH Residence,Mentakab,Pahang,Freehold,Terrace House,3,2,249542,156,"1,600",11,79,Low,34.30,4.40,1.50,6.30,High,3.84,1.09,
PANORAMA LAPANGAN PERDANA Extension,Ipoh,Perak,Freehold,Terrace House,3,2,509436,267,"1,908",29,79,Low,95.70,16.40,1.40,4.40,Low,3.85,1.07,
SS15 North,Subang Jaya,Selangor,Freehold,Terrace House,3,2,988352,530,"1,865",12,74,Moderate,1.20,3.20,1.70,4.40,Low,3.51,2.74,
Pangsapuri Palma Fasa 3,Klang,Selangor,Freehold,Apartment,3,2,162884,238,684,17,72,Moderate,0.60,1.00,0.50,1.90,Medium,3.78,4.67,
TAMAN SEMARANG TROPIKA North,Dengkil,Selangor,Leasehold,Terrace House,3,2,672883,468,"1,438",10,67,Moderate,1.80,1.30,2.30,2.40,Low,2.64,4.03,
Bandar Tasik Selatan (Low Cost) Heights,Bandar Tasik Selatan,Kuala Lumpur,Leasehold,Flat,2,1,176926,273,648,27,73,Moderate,0.80,7.80,4.50,16.40,Medium,5.31,2.65,
TAMAN PENAGA PERMAI South,Penaga,Penang,Freehold,"Semi D, Terrace House, Town House",4,4,306029,259,"1,182",10,75,Low,1.10,9.40,1.00,4.40,Low,3.87,2.70,
Mutiara Condominium Fasa 3,Bukit Mertajam,Penang,Freehold,Condominium,3,2,298421,332,899,21,74,Moderate,3.70,1.60,3.00,10.30,Low,3.49,2.86,
Bercham Prima (Ipoh Kiara) Residence,Ipoh,Perak,Leasehold,Condominium,3,2,282511,266,"1,062",16,78,Low,28.00,9.20,1.40,7.20,Low,5.49,1.45,
TAMAN GRANDVIEW Extension,Sandakan,Sabah,Leasehold,Terrace House,3,2,493006,197,"2,503",10,72,Moderate,17.50,3.80,0.60,7.10,Low,4.06,3.48,
TAMAN KUALA LIPIS Central,Kuala Lipis,Pahang,Freehold,Terrace House,3,2,314375,186,"1,690",14,82,Low,10.60,5.20,8.60,1.90,Medium,2.88,2.58,
Mutiara Magna Heights,Kepong,Kuala Lumpur,Leasehold,Flat,2,1,239391,350,684,14,72,Moderate,3.20,6.80,1.50,8.50,Low,4.99,3.68,
Genting Permai Resort South,Bentong,Pahang,Freehold,Apartment,3,2,220043,275,800,10,77,Low,9.00,8.60,4.20,2.90,Medium,3.57,2.08,
TAMAN DESA PERMAI Central,Kapar,Selangor,Freehold,Semi D,4,4,588421,220,"2,675",16,70,Moderate,0.50,10.00,0.70,1.80,Low,3.78,4.84,
Cempaka Phase 2,Serendah,Selangor,Leasehold,Apartment,3,2,94335,119,793,14,72,Moderate,4.10,2.70,3.10,4.10,Low,3.73,3.02,
Villa Bestari Apartment Heights,Iskandar Puteri (Nusajaya),Johor,Freehold,Apartment,3,2,355996,302,"1,179",10,78,Low,6.90,6.30,2.50,2.40,Low,5.32,2.63,
TAMAN BANDAR BARU LAHAT Extension,Lahat,Perak,Leasehold,Terrace House,3,2,252626,235,"1,075",13,78,Low,26.60,12.40,0.60,10.60,Low,3.69,1.12,
TAMAN IMPIAN JAYA Section 2,Senai,Johor,Leasehold,Terrace House,3,2,425720,132,"3,225",15,74,Moderate,1.20,2.10,1.50,3.70,Medium,3.93,5.22,
PULAI JAYA Fasa 3,Kulai,Johor,Freehold,Terrace House,3,2,506145,359,"1,410",41,76,Low,11.90,1.60,1.20,2.40,Low,2.68,2.72,
The Riviera North,Ampang,Selangor,Leasehold,Apartment,3,2,205431,235,874,10,77,Low,2.90,1.70,0.80,4.20,Low,4.31,3.40,
GARDEN HOMES @ SEREMBAN 2 Extension,Seremban 2,Negeri Sembilan,Freehold,Terrace House,3,2,351161,202,"1,738",21,79,Low,17.40,8.30,1.80,10.40,High,2.96,2.66,
Seri Pauh Fasa 3,Bukit Mertajam,Penang,Leasehold,Flat,2,1,173275,282,614,10,82,Low,6.90,4.00,2.30,5.90,Low,3.68,3.57,
TAMAN SETAPAK (SETAPAK GARDEN) Central,Setapak,Kuala Lumpur,Freehold,Terrace House,3,2,663103,362,"1,832",25,71,Moderate,5.50,2.80,2.30,1.80,Low,3.80,4.43,
Idaman Sutera North,Setapak,Kuala Lumpur,Freehold,Condominium,3,2,318660,447,713,11,66,Moderate,2.70,6.90,2.80,2.60,Low,3.95,4.49,
TAMAN LAGENDA AMAN Vista,Tapah,Perak,Leasehold,Terrace House,3,2,247881,168,"1,475",281,74,Moderate,18.00,7.90,0.50,2.50,Low,3.76,2.48,
Sandilands Residence,Georgetown,Penang,Freehold,Condominium,3,2,885536,679,"1,304",15,81,Low,29.10,1.20,2.80,7.10,Medium,3.75,2.50,
TAMAN MENARA MAJU Phase 2,Klang,Selangor,Freehold,Terrace House,3,2,438792,254,"1,728",16,69,Moderate,4.00,6.00,0.50,4.30,Medium,3.85,4.97,
TAMAN PUTERIMAS (KLUANG) Heights,Kluang,Johor,Freehold,Terrace House,3,2,254976,116,"2,198",99,73,Moderate,4.50,4.70,0.80,5.70,Low,3.60,2.73,
Vista Kiara Extension,Mont Kiara,Kuala Lumpur,Freehold,Condominium,3,2,682828,483,"1,414",15,65,Moderate,3.60,1.30,0.80,4.10,Low,4.55,4.96,
BK 8 - PERUMAHAN KINRARA Phase 2,Bandar Kinrara,Selangor,Freehold,"Semi D, Terrace House",4,4,2051664,609,"3,369",23,73,Moderate,1.70,4.20,0.70,2.30,Low,2.90,3.09,
TAMAN SERI AUSTIN Section 2,Tebrau,Johor,Freehold,"Terrace House, Cluster House",4,3,787674,461,"1,709",63,73,Moderate,2.60,1.70,0.90,2.50,Low,3.35,4.98,
"ELEMEN @ 18, PENGKALAN Fasa 3",Ipoh,Perak,Leasehold,Cluster House,4,3,368953,167,"2,209",20,79,Low,18.60,5.00,2.10,3.80,High,2.11,2.49,
TAMAN DESA IDAMAN Fasa 3,Durian Tunggal,Melaka,Freehold,Terrace House,3,2,357431,201,"1,778",10,85,Very Low,44.50,8.00,2.40,2.00,Low,3.48,2.51,
SD Tiara Apartment Extension,Bandar Sri Damansara,Selangor,Freehold,Apartment,3,2,370097,409,905,16,76,Low,7.10,1.20,3.70,1.80,Low,4.70,4.39,
Flora Damansara Apartment South,Damansara Perdana,Selangor,Leasehold,Apartment,3,2,356523,438,814,91,77,Low,1.50,1.50,0.50,5.50,Low,3.50,3.20,
SIERRA PERDANA South,Masai,Johor,Freehold,"Terrace House, Cluster House",4,3,451982,348,"1,299",28,70,Moderate,5.50,3.60,7.00,10.20,Low,3.42,2.55,
BANDAR BESTARI@CANARY GARDEN Vista,Klang,Selangor,Freehold,Cluster House,4,3,1565071,618,"2,532",50,72,Moderate,1.10,2.60,1.20,2.90,Medium,3.46,4.50,
Cempaka Residence,Serendah,Selangor,Leasehold,Apartment,3,2,78702,118,667,10,69,Moderate,14.10,1.50,0.70,2.10,Medium,3.75,4.29,
Villa Flora North,Taman Tun Dr Ismail,Kuala Lumpur,Freehold,Condominium,3,2,921579,568,"1,622",17,73,Moderate,10.40,1.40,0.90,3.00,Low,4.43,3.28,
SRI INDERAPURA Section 2,Kuantan,Pahang,Leasehold,"Terrace House, Semi D",4,4,169564,158,"1,073",17,83,Low,20.70,13.30,1.80,19.10,Medium,3.06,3.27,
TAMAN SRI SERDANG Phase 2,Kepala Batas,Penang,Freehold,"Bungalow, Terrace House",4,4,377309,235,"1,606",11,76,Low,10.80,2.40,1.40,3.10,Low,2.98,4.39,
ATABARA RESIDENCE FASA 8 (PL 76003) South,Kuantan,Pahang,Freehold,Terrace House,3,2,371717,157,"2,368",17,82,Low,23.80,4.10,0.70,13.10,Low,2.08,1.19,
